"feature_type","osm_id","label","name","operator","source_geometry","longitude","latitude"
"park",NA,"Oak Grove Picnic Area","Oak Grove Picnic Area",NA,"polygon",-83.3740731777819,42.35298265
"park",NA,"Springdale Green","Springdale Green",NA,"polygon",-83.1254047158371,42.3047503
"park",NA,"Elm Grove Recreation Area","Elm Grove Recreation Area",NA,"polygon",-83.3641300396311,42.3459491
"park",NA,"Nankin Mills Recreation Area","Nankin Mills Recreation Area",NA,"polygon",-83.3721559945283,42.3487499
"park",NA,"Hawthorn Ridge Recreation Area","Hawthorn Ridge Recreation Area",NA,"polygon",-83.3569896770261,42.34291045
"park",NA,"Merriman Hollow Recreation Area","Merriman Hollow Recreation Area",NA,"polygon",-83.3522172946597,42.34299915
"park",NA,"Maple Grove Recreation Area","Maple Grove Recreation Area",NA,"polygon",-83.3451419773885,42.3392519
"park",NA,"Perrin Recreation Area","Perrin Recreation Area",NA,"polygon",-83.3154761484925,42.34981895
"park",NA,"Sherwood Recreation Area","Sherwood Recreation Area",NA,"polygon",-83.333659082755,42.34423425
"park",NA,"Valley View Recreation Area","Valley View Recreation Area",NA,"polygon",-83.3607230781199,42.34395275
"park",NA,"Nolar Bend Recreation Area","Nolar Bend Recreation Area",NA,"polygon",-83.3077502204092,42.34977705
"park",NA,"Parr Recreation Area","Parr Recreation Area",NA,"polygon",-83.2779820173838,42.3486707
"park",NA,"Wallaceville Soccer Fields","Wallaceville Soccer Fields",NA,"polygon",-83.2911932340301,42.34589985
"park",NA,"Boy Scout Shelter Recreation Area","Boy Scout Shelter Recreation Area",NA,"polygon",-83.2711858138776,42.3440576
"park",NA,"Warrendale Recreation Area","Warrendale Recreation Area",NA,"polygon",-83.2675893392024,42.3430401
"park",NA,"Helm's Haven Recreation Area","Helm's Haven Recreation Area",NA,"polygon",-83.2641747201482,42.34029
"park",NA,"Bridgeview Park","Bridgeview Park",NA,"polygon",-83.1455161728422,42.28042775
"park",NA,"Hiram Sims Park","Hiram Sims Park",NA,"polygon",-83.4741096778923,42.5494081
"park",NA,"McHattie Park","McHattie Park",NA,"polygon",-83.6531207141816,42.45544025
"park",NA,"South Hydro Park","South Hydro Park",NA,"polygon",-83.5566225657678,42.20488555
"park",NA,"Belleville West Launch","Belleville West Launch",NA,"polygon",-83.541918883759,42.2074846
"park",NA,"Paun Park","Paun Park",NA,"polygon",-83.1957759026445,42.24635305
"park",NA,"VFW Park","VFW Park",NA,"polygon",-83.1645286245193,42.25535865
"park",NA,"Willow Park","Willow Park",NA,"polygon",-83.1614156768402,42.25339925
"park",NA,"Papalas Park","Papalas Park",NA,"polygon",-83.1596063911053,42.252351
"park",NA,"Eli Ciungan Park","Eli Ciungan Park","City of Ecorse","polygon",-83.1574983867347,42.25037555
"park",NA,"Algonquin-Goethe","Algonquin-Goethe",NA,"polygon",-82.9626173323022,42.38061345
"park",NA,"Redwood Park","Redwood Park",NA,"polygon",-83.6994836822517,42.242414
"park",NA,"Turnberry Park","Turnberry Park",NA,"polygon",-83.6861559305556,42.23776685
"park",NA,"Pilgrim Park","Pilgrim Park","City of Ann Arbor","polygon",-83.7010679162592,42.2378936
"park",NA,"Mill Creek Park","Mill Creek Park",NA,"polygon",-83.7142755280704,42.24245995
"park",NA,"Manchester Park","Manchester Park",NA,"polygon",-83.7098082940363,42.2587236
"park",NA,"Postman's Rest Park","Postman's Rest Park",NA,"polygon",-83.7228613371097,42.2698265
"park",NA,"Crary Park","Crary Park",NA,"polygon",-83.7247881593771,42.2708903
"park",NA,"Dr. Harold J. Lockett Park","Dr. Harold J. Lockett Park",NA,"polygon",-83.7181609529472,42.25853865
"park",NA,"The Ponds Park","The Ponds Park",NA,"polygon",-83.7202294220971,42.25103715
"park",NA,"Stone School Park","Stone School Park",NA,"polygon",-83.7219018667828,42.2461606
"park",NA,"Devonshire Park","Devonshire Park",NA,"polygon",-83.7021369830676,42.27404705
"park",NA,"Bader Park","Bader Park",NA,"polygon",-83.7036302511388,42.2633853
"park",NA,"Glazier Hill Park","Glazier Hill Park",NA,"polygon",-83.6943861027855,42.28891965
"park",NA,"Furstenberg Nature Area","Furstenberg Nature Area",NA,"polygon",-83.7073260530462,42.28002025
"park",NA,"Narrow Gage Way Park","Narrow Gage Way Park",NA,"polygon",-83.6929235138391,42.28274995
"park",NA,"Baxter Park","Baxter Park",NA,"polygon",-83.6937938014183,42.2984899
"park",NA,"Folkstone Park","Folkstone Park",NA,"polygon",-83.6862889648919,42.29483645
"park",NA,"Greenbrier Park","Greenbrier Park",NA,"polygon",-83.6859144255686,42.2965397
"park",NA,"Belden-Santa Maria Park","Belden-Santa Maria Park",NA,"polygon",-83.1362587090249,42.41843855
"park",NA,NA,NA,NA,"polygon",-83.1210418824191,42.39752355
"park",NA,"Parker Mill County Park","Parker Mill County Park","Washtenaw County Parks & Recreation Commission","polygon",-83.6660526730862,42.27327505
"park",NA,"Arbor Oaks Park","Arbor Oaks Park",NA,"polygon",-83.7148656987918,42.2343397
"park",NA,"Community Center Park","Community Center Park",NA,"polygon",-83.5710068457835,42.25591175
"park",NA,"Beck Fields","Beck Fields",NA,"polygon",-83.505650524177,42.22716725
"park",NA,"Horizon Park","Horizon Park",NA,"polygon",-83.4932114808294,42.20694755
"park",NA,"Thorn Park","Thorn Park",NA,"polygon",-83.2636679060652,42.15074465
"park",NA,"Capital Park","Capital Park",NA,"polygon",-83.263701006517,42.1710675
"park",NA,"Lola Valley Park","Lola Valley Park",NA,"polygon",-83.2946744535479,42.40571465
"park",NA,NA,NA,NA,"polygon",-83.62897553681,42.5072156
"park",NA,NA,NA,NA,"polygon",-83.6286396276658,42.50925115
"park",NA,"Josefiak Playlot","Josefiak Playlot",NA,"polygon",-82.9902718989074,42.42781035
"park",NA,"O'Brien Playground","O'Brien Playground",NA,"polygon",-83.0001555623799,42.4208621
"park",NA,"Martz Park","Martz Park",NA,"polygon",-82.9987447444196,42.4109293
"park",NA,"Bringard-Boulder Park","Bringard-Boulder Park",NA,"polygon",-82.953011924525,42.4469835
"park",NA,"Heilmann Playfield","Heilmann Playfield",NA,"polygon",-82.9619728257159,42.43956565
"park",NA,"Skinner Playfield","Skinner Playfield",NA,"polygon",-82.9566432653138,42.42650275
"park",NA,"Troester-Hayes","Troester-Hayes",NA,"polygon",-82.9662476232742,42.4269317
"park",NA,"Glenfield-Lannette Playground","Glenfield-Lannette Playground",NA,"polygon",-82.9717891395402,42.41751905
"park",NA,"Fiori Park","Fiori Park",NA,"polygon",-82.9554814033056,42.4057283
"park",NA,"Corrigan Playground","Corrigan Playground",NA,"polygon",-82.9557009287415,42.39760675
"park",NA,"Sasser Playfield","Sasser Playfield",NA,"polygon",-82.9322300588729,42.42324835
"park",NA,"Messmer Park","Messmer Park",NA,"polygon",-82.9242724977917,42.39973135
"park",NA,"Manz Playfield","Manz Playfield",NA,"polygon",-82.970072712303,42.3849914
"park",NA,"Hansen Playground","Hansen Playground","City of Detroit","polygon",-82.9445699370895,42.36343005
"park",NA,"Lodge Playground","Lodge Playground",NA,"polygon",-83.0244748542772,42.39439815
"park",NA,"Calimera Park","Calimera Park",NA,"polygon",-82.9900670482518,42.43754985
"park",NA,"Bessy Playground","Bessy Playground",NA,"polygon",-83.0016400326407,42.4306671
"park",NA,"Edmore and Marbud Park","Edmore and Marbud Park",NA,"polygon",-82.9725828246749,42.4470455
"park",NA,"Marruso Park","Marruso Park",NA,"polygon",-83.0015194,42.4409608
"park",NA,"Beland Manning Park","Beland Manning Park",NA,"polygon",-83.0100391754544,42.44030105
"park",NA,"Boardman Park","Boardman Park",NA,"polygon",-83.2769127494141,42.24526735
"park",NA,"Fair Park","Fair Park",NA,"polygon",-83.1186562456903,42.4521703
"park",NA,"Chelsea Park","Chelsea Park",NA,"polygon",-83.2931256842872,42.23332995
"park",NA,"Lange Park","Lange Park",NA,"polygon",-83.295941589943,42.2026911
"park",NA,"Phoenix Park","Phoenix Park",NA,"polygon",-83.2932723030203,42.19291615
"park",NA,"Hammerberg Park","Hammerberg Park",NA,"polygon",-83.1618503156129,42.36502895
"park",NA,"Southgate Nature Center","Southgate Nature Center",NA,"polygon",-83.2161973115332,42.1898379
"park",NA,"Homestead Park","Homestead Park",NA,"polygon",-83.2652478,42.204391
"park",NA,"Liberty Craft Works","Liberty Craft Works",NA,"polygon",-83.2306416589262,42.3059384
"park",NA,"Edison's Menlo Park","Edison's Menlo Park",NA,"polygon",-83.226743724954,42.3061654
"park",NA,"Henry Ford Academy & Windmill Park","Henry Ford Academy & Windmill Park",NA,"polygon",-83.2232968507206,42.30449245
"park",NA,"The Henry Ford","The Henry Ford",NA,"polygon",-83.2342366175468,42.3033255
"park",NA,"Firestone Farm Park","Firestone Farm Park",NA,"polygon",-83.2336621563114,42.30625425
"park",NA,"Milan Nature Park","Milan Nature Park",NA,"polygon",-83.6936357336996,42.08489145
"park",NA,"Council Point Park","Council Point Park",NA,"polygon",-83.1614728241013,42.2383386
"park",NA,"Wilson Park","Wilson Park",NA,"polygon",-83.124485341961,42.45655605
"park",NA,"Ford Park","Ford Park",NA,"polygon",-83.1756163849693,42.2352153
"park",NA,"Gump Lake Park","Gump Lake Park",NA,"polygon",-83.6767821158,42.07919185
"park",NA,"Lochness Park","Lochness Park",NA,"polygon",-83.5122388892663,42.37164385
"park",NA,"Willoway Park","Willoway Park",NA,"polygon",-83.5158933855591,42.3716379
"park",NA,"Glenmore Park","Glenmore Park",NA,"polygon",-83.5144111784466,42.37449725
"park",NA,"Lower Constitution Park","Lower Constitution Park",NA,"polygon",-83.2197645553787,42.1207078
"park",NA,"Upper Constitution Park","Upper Constitution Park",NA,"polygon",-83.2221995595088,42.1220952
"park",NA,NA,NA,NA,"polygon",-83.1448666966898,42.1499328
"park",NA,NA,NA,NA,"polygon",-83.1630622765404,42.1152681
"park",NA,"Hamer Finch Wilkins Park","Hamer Finch Wilkins Park",NA,"polygon",-83.1526397241755,42.5056843
"park",NA,"Marais Park","Marais Park",NA,"polygon",-83.1550878446762,42.5121035
"park",NA,"Walter C Steffens Park","Walter C Steffens Park","City of Fraser","polygon",-82.9464512351002,42.53748885
"park",NA,"Coventry Gardens Park","Coventry Gardens Park",NA,"polygon",-83.3769417284512,42.40188915
"park",NA,"Stockton Park","Stockton Park",NA,"polygon",-82.9807666227382,42.3538034
"park",NA,"Handy Park","Handy Park",NA,"polygon",-83.3055318592952,42.37612755
"park",NA,NA,NA,NA,"polygon",-83.2034925388831,42.18183085
"park",NA,NA,NA,NA,"polygon",-83.1912795064121,42.1799833
"park",NA,"Ray Park","Ray Park",NA,"polygon",-83.1877046000361,42.17142205
"park",NA,"Vreeland Park","Vreeland Park",NA,"polygon",-83.1798845112062,42.18231225
"park",NA,"Monroe Playground","Monroe Playground",NA,"polygon",-83.1706095477585,42.19079585
"park",NA,"Hudson Park","Hudson Park",NA,"polygon",-83.138012034022,42.482104
"park",NA,"Lewis Norton Park","Lewis Norton Park",NA,"polygon",-83.5321868964721,42.52790285
"park",NA,"Gibson House Park","Gibson House Park",NA,"polygon",-83.5417017065606,42.5230997
"park",NA,"Kiwanis Park","Kiwanis Park",NA,"polygon",-83.1939717287476,42.1907548
"park",NA,"McCann Park","McCann Park",NA,"polygon",-83.2098063739386,42.19675275
"park",NA,"Patriots Park","Patriots Park",NA,"polygon",-83.1966419449982,42.1723741
"park",NA,"Waverly Park","Waverly Park",NA,"polygon",-83.2170736735464,42.2089711
"park",NA,"Green Acres Park","Green Acres Park",NA,"polygon",-83.1125578036006,42.4700803
"park",NA,NA,NA,NA,"polygon",-83.1336980860144,42.4800429
"park",NA,"Nature Walk - Towne Square Buildings","Nature Walk - Towne Square Buildings",NA,"polygon",-83.2521207429237,42.48344745
"park",NA,"Dr. Otis McKinley Park","Dr. Otis McKinley Park",NA,"polygon",-82.9610266626055,42.5283592
"park",NA,"Miller Clapham Park","Miller Clapham Park",NA,"polygon",-83.2619570556238,42.25882965
"park",NA,"Lucinda Burns Park","Lucinda Burns Park",NA,"polygon",-83.2383762254865,42.26696595
"park",NA,"Silverleaf Park","Silverleaf Park",NA,"polygon",-83.1015793132343,42.51035545
"park",NA,"Red Oaks Youth Soccer Complex","Red Oaks Youth Soccer Complex",NA,"polygon",-83.1079959878921,42.509236
"park",NA,"Red Oaks Dog Park","Red Oaks Dog Park",NA,"polygon",-83.0878151368696,42.52379705
"park",NA,"Gravel Park","Gravel Park",NA,"polygon",-83.110727125775,42.516084
"park",NA,"Exchange Park","Exchange Park",NA,"polygon",-83.0994292868469,42.4951537
"park",NA,"Monroe Park","Monroe Park",NA,"polygon",-83.1103585161472,42.4792912
"park",NA,"Memorial Park","Memorial Park",NA,"polygon",-83.2632901548628,42.2234087
"park",NA,"Donald Zub Park","Donald Zub Park",NA,"polygon",-83.2465615789078,42.2372875
"park",NA,"Vince Caplis Park","Vince Caplis Park",NA,"polygon",-83.2480262991532,42.2426349
"park",NA,"Howard Noble Park","Howard Noble Park",NA,"polygon",-83.2362026606431,42.24859825
"park",NA,"Tulane-Trafalgar Park","Tulane-Trafalgar Park",NA,"polygon",-83.2576575944439,42.24988085
"park",NA,NA,NA,NA,"polygon",-83.2737999346515,42.11707755
"park",NA,NA,NA,NA,"polygon",-83.2649527112867,42.12471395
"park",NA,"Winfield Park","Winfield Park",NA,"polygon",-83.0532087669662,42.39931245
"park",NA,"Senior Center Park","Senior Center Park",NA,"polygon",-83.1045665393241,42.50850095
"park",NA,"Forest Nature Area","Forest Nature Area","Ann Arbor Parks and Recreation","polygon",-83.6589841861085,42.270565
"park",NA,NA,NA,NA,"polygon",-83.6621591684847,42.2659592
"park",NA,"Bassett Park","Bassett Park",NA,"polygon",-83.1240841224661,42.49165415
"park",NA,"Homer Howard Park","Homer Howard Park",NA,"polygon",-83.2080194855274,42.2045468
"park",NA,"Steinhauser Park","Steinhauser Park",NA,"polygon",-83.0741144859637,42.48461085
"park",NA,"Rotary Park","Rotary Park",NA,"polygon",-83.2058299292789,42.18820755
"park",NA,"Countryview Park","Countryview Park",NA,"polygon",-83.2246978320144,42.20302925
"park",NA,"Kennebec Park","Kennebec Park",NA,"polygon",-83.20305565,42.20305295
"park",NA,"Auxiliary Police Park","Auxiliary Police Park",NA,"polygon",-83.2028433747716,42.211467
"park",NA,"Spruce Park","Spruce Park",NA,"polygon",-83.1911209444065,42.1932941
"park",NA,"Forest Park","Forest Park",NA,"polygon",-83.2027635510368,42.23532845
"park",NA,"Braverman Park","Braverman Park",NA,"polygon",-83.1715683855553,42.24019355
"park",NA,"Marion Park","Marion Park",NA,"polygon",-83.1702090141525,42.24883675
"park",NA,"Exchange Park","Exchange Park",NA,"polygon",-83.1942849254005,42.2490157
"park",NA,"Propspinner Park","Propspinner Park",NA,"polygon",-83.1684251285175,42.22542985
"park",NA,"Jaycee Park","Jaycee Park",NA,"polygon",-83.1771315921526,42.22405075
"park",NA,"Youth Center Park","Youth Center Park",NA,"polygon",-83.1921850139107,42.2338818
"park",NA,"Maple Park","Maple Park",NA,"polygon",-83.1989467,42.2244733
"park",NA,"Lions Park","Lions Park",NA,"polygon",-83.1655747363973,42.22730865
"park",NA,"Kiwanis Park","Kiwanis Park",NA,"polygon",-83.1687617401944,42.2284223
"park",NA,"Beaver Park","Beaver Park",NA,"polygon",-83.1671080167983,42.2238796
"park",NA,"F.O.P. Park","F.O.P. Park","City of Wyandotte","polygon",-83.1607876605134,42.22685755
"park",NA,"Wilson Pool & Field","Wilson Pool & Field",NA,"polygon",-83.1700104118561,42.22186975
"park",NA,"Saint City Community Park","Saint City Community Park",NA,"polygon",-83.383199733858,42.2500068
"park",NA,"Paul F. Baker Memorial Park","Paul F. Baker Memorial Park",NA,"polygon",-83.6459504970859,42.46022255
"park",NA,"Frostic Field","Frostic Field",NA,"polygon",-83.1557186239718,42.21094255
"park",NA,NA,NA,NA,"polygon",-83.1562401254185,42.21296325
"park",NA,"Beaver Creek Park","Beaver Creek Park","City of Sterling Heights","polygon",-83.0627144044363,42.54467375
"park",NA,"Puffin Park","Puffin Park","City of Sterling Heights","polygon",-83.0787221446789,42.5469749
"park",NA,NA,NA,NA,"polygon",-83.1513545726496,42.1996842
"park",NA,"Ellsworth Park","Ellsworth Park","City of Ann Arbor","polygon",-83.7089808127452,42.23084755
"park",NA,"West Lincoln Well Park","West Lincoln Well Park",NA,"polygon",-83.2366161870618,42.53757345
"park",NA,"Green Belt Park","Green Belt Park",NA,"polygon",-83.1559440922547,42.1929146
"park",NA,"Wendell Court","Wendell Court",NA,"polygon",-83.1445463434411,42.15424735
"park",NA,"Horsemill Open Space","Horsemill Open Space",NA,"polygon",-83.1538461542092,42.1625187
"park",NA,"Parke Lane Open Space","Parke Lane Open Space",NA,"polygon",-83.1437595670794,42.16096405
"park",NA,"Bertha Park","Bertha Park",NA,"polygon",-83.1491400807944,42.17889215
"park",NA,"Marion Park","Marion Park",NA,"polygon",-83.1514287099553,42.1746215
"park",NA,"Wellington Park","Wellington Park",NA,"polygon",-83.2903095564372,42.18491235
"park",NA,"Royal Crown Commons","Royal Crown Commons","Royal Crown Estates Homeowners Association","polygon",-83.497413727288,42.45291045
"park",NA,"Fort-Allen Park","Fort-Allen Park",NA,"polygon",-83.2366003302421,42.1034536
"park",NA,"Fort-Gib Park","Fort-Gib Park",NA,"polygon",-83.2306218792024,42.09416765
"park",NA,"Huron Park","Huron Park",NA,"polygon",-82.9274674582401,42.48889135
"park",NA,"JFK Park","JFK Park",NA,"polygon",-82.9379225995395,42.4749732
"park",NA,"Saint Basil Park","Saint Basil Park",NA,"polygon",-82.9350090014435,42.46830535
"park",NA,"Brinston Park","Brinston Park",NA,"polygon",-83.1017710622437,42.5550114
"park",NA,"Veterans Memorial Park","Veterans Memorial Park",NA,"polygon",-83.4674664026706,42.3730792
"park",NA,NA,NA,NA,"polygon",-83.3430786149319,42.5190401
"park",NA,"Sully Sullivan Memorial Park","Sully Sullivan Memorial Park",NA,"polygon",-83.3917974505474,42.55580985
"park",NA,"Wiegand Park","Wiegand Park",NA,"polygon",-83.0161668155529,42.4547245
"park",NA,"Fire Station Park","Fire Station Park",NA,"polygon",-83.0221050813621,42.46355345
"park",NA,"Groesbeck Park","Groesbeck Park",NA,"polygon",-83.0328534549612,42.45878615
"park",NA,"Lions Park","Lions Park",NA,"polygon",-83.0196974997316,42.47286785
"park",NA,"Kramer Homes Park","Kramer Homes Park",NA,"polygon",-83.0188730442937,42.47550485
"park",NA,"Miller Park","Miller Park",NA,"polygon",-83.1984891284198,42.5110387
"park",NA,"Gmeiner Park","Gmeiner Park",NA,"polygon",-83.1639500519096,42.4301174
"park",NA,"Lafayette Central Park","Lafayette Central Park","City of Detroit","polygon",-83.0325600183525,42.3365129
"park",NA,"Green Meadow","Green Meadow",NA,"polygon",-83.4440271750577,42.31197355
"park",NA,"Windsor Park","Windsor Park",NA,"polygon",-83.4636455141294,42.34040235
"park",NA,"Marks Park","Marks Park",NA,"polygon",-83.1299977399282,42.48889835
"park",NA,"Austin-Dannis Park","Austin-Dannis Park",NA,"polygon",-83.0509488265238,42.4684233
"park",NA,"Sidonie Park","Sidonie Park",NA,"polygon",-82.9828767927684,42.45445485
"park",NA,"Schuster Playground","Schuster Playground",NA,"polygon",-83.0509919951155,42.4213193
"park",NA,"Tireman-Littlefield","Tireman-Littlefield",NA,"polygon",-83.1673876091785,42.3515281
"park",NA,"Elworthy Field","Elworthy Field","City of Grosse Pointe","polygon",-82.9167034,42.39361785
"park",NA,"Brookside Village Park West","Brookside Village Park West",NA,"polygon",-83.4354924464325,42.30221005
"park",NA,"Brookside Village Park North","Brookside Village Park North",NA,"polygon",-83.4321931261233,42.3052814
"park",NA,"Meadows of Canton Community Park","Meadows of Canton Community Park",NA,"polygon",-83.4297100649659,42.2986217
"park",NA,NA,NA,NA,"polygon",-83.2361173487143,42.29398
"park",NA,"Magnolia Park","Magnolia Park",NA,"polygon",-83.0606663425723,42.56187485
"park",NA,"Art Fontana Tot Lot","Art Fontana Tot Lot",NA,"polygon",-83.1728674700403,42.27650745
"park",NA,"Melvindale field","Melvindale field",NA,"polygon",-83.1806234441752,42.27958425
"park",NA,"Neil E. Reid Park","Neil E. Reid Park",NA,"polygon",-82.8736145240469,42.5743574
"park",NA,"Kyte Monroe Park","Kyte Monroe Park",NA,"polygon",-82.8879841719887,42.53443855
"park",NA,"Olsen Park","Olsen Park",NA,"polygon",-82.8928439695535,42.58645
"park",NA,"Madison Park","Madison Park",NA,"polygon",-83.2659860556308,42.27326005
"park",NA,"Pardee Athletic Fields","Pardee Athletic Fields",NA,"polygon",-83.2578062452117,42.2747792
"park",NA,"Angelo G. Batsakis Sports Park","Angelo G. Batsakis Sports Park",NA,"polygon",-83.2375639347722,42.2759905
"park",NA,"Butzel Playground","Butzel Playground",NA,"polygon",-83.0034742457559,42.3587588
"park",NA,"Warren-Meldrum Park","Warren-Meldrum Park",NA,"polygon",-83.0255486072433,42.37059925
"park",NA,NA,NA,NA,"polygon",-83.0528929982356,42.3392132
"park",NA,"Woodward and Warren Park","Woodward and Warren Park",NA,"polygon",-83.064840796003,42.3562569
"park",NA,NA,NA,NA,"polygon",-83.0485409039338,42.3356367
"park",NA,"Brush Mall","Brush Mall","Detroit Medical Center","polygon",-83.0551836644591,42.35100925
"park",NA,"Allendale Park","Allendale Park",NA,"polygon",-83.1759966722675,42.2808167
"park",NA,NA,NA,NA,"polygon",-83.1807308515254,42.26259825
"park",NA,NA,NA,NA,"polygon",-83.1743230740153,42.2922728
"park",NA,"Saint James Park","Saint James Park",NA,"polygon",-83.2108975427839,42.53746425
"park",NA,"Riggs Heritage Park","Riggs Heritage Park",NA,"polygon",-83.463534651461,42.20922545
"park",NA,"Schock Park","Schock Park",NA,"polygon",-83.6032147721381,42.30600435
"park",NA,"Community Park","Community Park",NA,"polygon",-83.5819004669416,42.26580755
"park",NA,"Fireman's Park","Fireman's Park",NA,"polygon",-83.5845341120967,42.2705093
"park",NA,"Norfolk Park","Norfolk Park",NA,"polygon",-83.5923834549566,42.2692311
"park",NA,"Oakbrook Park","Oakbrook Park",NA,"polygon",-83.5941726175878,42.2705066
"park",NA,"Bud & Blossom Park","Bud & Blossom Park","Charter Township of Ypsilanti","polygon",-83.5615952180334,42.2602889
"park",NA,"Appleridge Park","Appleridge Park","Charter Township of Ypsilanti","polygon",-83.5599878927798,42.2601232
"park",NA,"Harvest Moon Park","Harvest Moon Park",NA,"polygon",-83.5666309937099,42.26549595
"park",NA,"West Willow Park","West Willow Park","Charter Township of Ypsilanti","polygon",-83.5685285065054,42.23290105
"park",NA,"Lockman Park","Lockman Park",NA,"polygon",-83.1281705963004,42.50192495
"park",NA,"Barton Park North","Barton Park North",NA,"polygon",-83.1426350933912,42.4927936
"park",NA,"Chene-Trombley Park","Chene-Trombley Park",NA,"polygon",-82.9079319,42.44734555
"park",NA,"Brys Park","Brys Park",NA,"polygon",-82.9174717265641,42.45307565
"park",NA,"Gaffke Park","Gaffke Park",NA,"polygon",-82.9136075854164,42.50550715
"park",NA,"Wahby Park","Wahby Park",NA,"polygon",-82.8877423265497,42.4749413
"park",NA,"Osius Municipal Park","Osius Municipal Park","City of Grosse Pointe Shores","polygon",-82.8786342798093,42.45747425
"park",NA,"Mark Sawyers Family Park","Mark Sawyers Family Park",NA,"polygon",-82.9776204100643,42.55957865
"park",NA,NA,NA,NA,"polygon",-83.4577602618232,42.4776137
"park",NA,NA,NA,NA,"polygon",-83.456306140891,42.4718546
"park",NA,NA,NA,NA,"polygon",-83.4577318911375,42.46604655
"park",NA,"Riley Park","Riley Park",NA,"polygon",-83.4858623735155,42.5327129
"park",NA,"New Amsterdam Lofts Dog Park","New Amsterdam Lofts Dog Park",NA,"polygon",-83.0743371641391,42.36621005
"park",NA,NA,NA,NA,"polygon",-83.0760854846615,42.36753715
"park",NA,"CCS Community Garden","CCS Community Garden",NA,"polygon",-83.0745285750454,42.36720945
"park",NA,"Whispering Meadows Common Area","Whispering Meadows Common Area",NA,"polygon",-83.4473804037781,42.4514151
"park",NA,"Triangle Park","Triangle Park",NA,"polygon",-83.2459907092125,42.5478406
"park",NA,"Barnum Park","Barnum Park",NA,"polygon",-83.2133013136282,42.54114705
"park",NA,"Birmingham Historical Museum and Park","Birmingham Historical Museum and Park",NA,"polygon",-83.221651334589,42.5464201
"park",NA,"Lollo Playground","Lollo Playground",NA,"polygon",-83.1549543994043,42.4099882
"park",NA,"Victory Park","Victory Park",NA,"polygon",-83.4843664480156,42.20484135
"park",NA,"Marvin L. Banotai Municipal Park","Marvin L. Banotai Municipal Park",NA,"polygon",-83.5218741,42.1257785
"park",NA,"Heatherwoode Park","Heatherwoode Park",NA,"polygon",-83.4500173214782,42.4577204
"park",NA,NA,NA,NA,"polygon",-83.4419755237095,42.45863425
"park",NA,NA,NA,NA,"polygon",-83.2236627885308,42.29461825
"park",NA,"Hidden Wishing Well","Hidden Wishing Well",NA,"polygon",-83.3125929631159,42.5023271
"park",NA,NA,NA,NA,"polygon",-83.4740101925697,42.5059226
"park",NA,"Northern Lights Patio","Northern Lights Patio",NA,"polygon",-83.0768730969722,42.3668073
"park",NA,"Independence Creek","Independence Creek",NA,"polygon",-83.4078406532939,42.4733865
"park",NA,"Clubview Park","Clubview Park","Charter Township of Ypsilanti","polygon",-83.6529995648322,42.23444965
"park",NA,"Burns Park","Burns Park",NA,"polygon",-83.6455068595164,42.23908725
"park",NA,"Watertower Park","Watertower Park",NA,"polygon",-83.6524010295617,42.2444908
"park",NA,"Argonaut Park","Argonaut Park",NA,"polygon",-83.0742641853693,42.36828525
"park",NA,NA,NA,NA,"polygon",-83.0701416294637,42.369398
"park",NA,NA,NA,NA,"polygon",-83.0709451957729,42.3685223
"park",NA,"Montibeller Park","Montibeller Park",NA,"polygon",-83.6736173978954,42.23413195
"park",NA,"Geddes Lake Picnic Park","Geddes Lake Picnic Park",NA,"polygon",-83.6969290814611,42.28261545
"park",NA,NA,NA,NA,"polygon",-83.0756445032336,42.36179175
"park",NA,"Little Clover Park","Little Clover Park",NA,"polygon",-83.4654781381989,42.4344005
"park",NA,"Hickory Woods Park","Hickory Woods Park",NA,"polygon",-83.6649352705925,42.2099718
"park",NA,"Meadowview Park (Private)","Meadowview Park (Private)",NA,"polygon",-83.6738649878032,42.20402895
"park",NA,"Fairway Hills Park","Fairway Hills Park",NA,"polygon",-83.648048737682,42.2342499
"park",NA,"Inkster Park","Inkster Park",NA,"polygon",-83.303826241143,42.30082085
"park",NA,"Mary Kay Davis Park","Mary Kay Davis Park",NA,"polygon",-83.154402153893,42.4817711
"park",NA,"Lincoln/Pembroke/Concord Park","Lincoln/Pembroke/Concord Park",NA,"polygon",-83.1573995421635,42.4824687
"park",NA,"Leo Burnett Greenspace","Leo Burnett Greenspace",NA,"polygon",-83.1937168859957,42.5644004
"park",NA,"Val Jones Skate Park","Val Jones Skate Park",NA,"polygon",-83.1817018432315,42.4885316
"park",NA,"Meandering Walk Park","Meandering Walk Park",NA,"polygon",-83.509880027038,42.53718185
"park",NA,"Vos Tot Lot","Vos Tot Lot",NA,"polygon",-83.1796860694943,42.17953465
"park",NA,"Memorial Park","Memorial Park",NA,"polygon",-83.1845838642963,42.18098865
"park",NA,"Glens Park","Glens Park",NA,"polygon",-83.2145764558338,42.1773497
"park",NA,"Haas Park","Haas Park","City of Trenton","polygon",-83.1780707179055,42.1687839
"park",NA,"Vester Park","Vester Park",NA,"polygon",-83.1189713793628,42.46189095
"park",NA,"Felker Memorial Park","Felker Memorial Park",NA,"polygon",-83.101369009651,42.46379355
"park",NA,"Tuski Memorial Park","Tuski Memorial Park",NA,"polygon",-83.0964391709093,42.4661187
"park",NA,"Fuller Park","Fuller Park",NA,"polygon",-83.0851859859858,42.46816885
