codd,model,dependent_variable,term,b,std_error,beta,t,sig,tolerance,vif
1,1,ln_sppsf,(Constant),4.316,0.022,,194.435,0.001,,
1,1,ln_sppsf,SMALLEST,0.065,0.039,0.038,1.675,0.094,,
1,1,ln_sppsf,GOOD,0.184,0.067,0.057,2.743,0.006,,
1,1,ln_sppsf,FAIR,-0.211,0.028,-0.161,-7.64,0.001,,
1,1,ln_sppsf,POOR,-0.541,0.079,-0.145,-6.847,0.001,,
1,1,ln_sppsf,UNSOUND,-0.586,0.201,-0.061,-2.909,0.004,,
1,1,ln_sppsf,QABOVE_AVG,0.369,0.143,0.054,2.583,0.01,,
1,1,ln_sppsf,YB_1910_TO_1929,-0.171,0.032,-0.122,-5.334,0.001,,
1,1,ln_sppsf,YB_1930_TO_1945,-0.085,0.024,-0.088,-3.606,0.001,,
1,1,ln_sppsf,CRAWL,-0.326,0.082,-0.085,-3.999,0.001,,
1,1,ln_sppsf,SLAB,-0.184,0.081,-0.048,-2.263,0.024,,
1,1,ln_sppsf,LN_GARAGESPACES,0.06,0.031,0.041,1.913,0.056,,
1,1,ln_sppsf,FIREPLACE,0.075,0.022,0.079,3.342,0.001,,
1,1,ln_sppsf,CENTRAL_AIR,0.069,0.025,0.058,2.702,0.007,,
1,1,ln_sppsf,MONTHS_10TO18,0.017,0.003,0.141,6.739,0.001,,
1,2,ln_price,(Constant),11.354,0.028,,398.798,0.001,,
1,2,ln_price,LN_LANDRATIO,0.222,0.044,0.097,5.056,0.001,,
1,2,ln_price,LN_BASE_BLDGSIZE_RATIO,0.48,0.145,0.225,3.315,0.001,,
1,2,ln_price,SMALLEST,-0.116,0.069,-0.058,-1.676,0.094,,
1,2,ln_price,SMALL,-0.085,0.038,-0.064,-2.266,0.024,,
1,2,ln_price,LARGE,0.094,0.043,0.077,2.215,0.027,,
1,2,ln_price,LARGEST,0.217,0.079,0.113,2.74,0.006,,
1,2,ln_price,TWO_BATHS,0.146,0.076,0.045,1.928,0.054,,
1,2,ln_price,GOOD,0.19,0.067,0.051,2.819,0.005,,
1,2,ln_price,FAIR,-0.205,0.028,-0.136,-7.463,0.001,,
1,2,ln_price,POOR,-0.538,0.079,-0.125,-6.832,0.001,,
1,2,ln_price,UNSOUND,-0.541,0.201,-0.048,-2.694,0.007,,
1,2,ln_price,QABOVE_AVG,0.317,0.148,0.04,2.146,0.032,,
1,2,ln_price,QBELOW_AVG,-0.056,0.025,-0.049,-2.217,0.027,,
1,2,ln_price,YB_1910_TO_1929,-0.179,0.033,-0.11,-5.363,0.001,,
1,2,ln_price,YB_1930_TO_1945,-0.091,0.024,-0.08,-3.848,0.001,,
1,2,ln_price,CRAWL,-0.329,0.081,-0.074,-4.039,0.001,,
1,2,ln_price,SLAB,-0.22,0.081,-0.05,-2.716,0.007,,
1,2,ln_price,FIREPLACE,0.085,0.026,0.078,3.257,0.001,,
1,2,ln_price,CENTRAL_AIR,0.072,0.025,0.052,2.819,0.005,,
1,2,ln_price,MONTHS_10TO18,0.018,0.003,0.126,7.001,0.001,,
1,3,ln_price,(Constant),11.285,0.027,,416.98,0.001,,
1,3,ln_price,LN_BASE_BLDGSIZE_RATIO,0.761,0.052,0.357,14.634,0.001,0.454,2.201
1,3,ln_price,HALF_DUPLEX1STORY,-0.408,0.171,-0.04,-2.382,0.017,0.96,1.042
1,3,ln_price,HALF_DUPLEX2STORY,-0.454,0.241,-0.032,-1.884,0.06,0.968,1.033
1,3,ln_price,GOOD,0.18,0.063,0.048,2.871,0.004,0.955,1.047
1,3,ln_price,FAIR,-0.163,0.026,-0.108,-6.333,0.001,0.937,1.067
1,3,ln_price,POOR,-0.418,0.073,-0.097,-5.706,0.001,0.938,1.066
1,3,ln_price,UNSOUND,-0.404,0.186,-0.036,-2.176,0.03,0.982,1.019
1,3,ln_price,QBELOW_AVG,-0.065,0.024,-0.058,-2.661,0.008,0.579,1.727
1,3,ln_price,YB_1910_TO_1929,-0.107,0.032,-0.066,-3.344,0.001,0.693,1.443
1,3,ln_price,YB_1930_TO_1945,-0.055,0.023,-0.049,-2.42,0.016,0.665,1.504
1,3,ln_price,CRAWL,-0.174,0.083,-0.039,-2.088,0.037,0.774,1.291
1,3,ln_price,SLAB,-0.16,0.077,-0.036,-2.087,0.037,0.913,1.095
1,3,ln_price,LN_GARAGESPACES,0.05,0.03,0.029,1.67,0.095,0.908,1.101
1,3,ln_price,FIREPLACE,0.042,0.025,0.038,1.694,0.09,0.527,1.897
1,3,ln_price,CENTRAL_AIR,0.049,0.024,0.036,2.084,0.037,0.925,1.081
1,3,ln_price,ECF1R101,0.216,0.092,0.039,2.345,0.019,0.958,1.044
1,3,ln_price,ECF1R103,0.287,0.058,0.087,4.959,0.001,0.877,1.14
1,3,ln_price,ECF1R104,0.189,0.038,0.092,4.91,0.001,0.774,1.292
1,3,ln_price,ECF1R108,-0.103,0.046,-0.039,-2.256,0.024,0.885,1.13
1,3,ln_price,ECF1R109,0.108,0.036,0.054,3.013,0.003,0.854,1.17
1,3,ln_price,ECF1R110,0.155,0.057,0.046,2.693,0.007,0.924,1.082
1,3,ln_price,ECF1R112,0.217,0.077,0.049,2.815,0.005,0.903,1.108
1,3,ln_price,ECF1R113,-0.328,0.076,-0.074,-4.333,0.001,0.931,1.074
1,3,ln_price,ECF1R115,0.299,0.072,0.07,4.126,0.001,0.934,1.071
1,3,ln_price,ECF1R116,0.472,0.052,0.166,9.067,0.001,0.81,1.234
1,3,ln_price,ECF1R117,0.139,0.043,0.058,3.212,0.001,0.823,1.215
1,3,ln_price,ECF1R119,-0.117,0.061,-0.033,-1.914,0.056,0.936,1.069
1,3,ln_price,ECF1R120,0.208,0.071,0.05,2.933,0.003,0.946,1.057
1,3,ln_price,ECF1R121,0.095,0.045,0.038,2.127,0.034,0.851,1.175
1,3,ln_price,ECF1R122,-0.137,0.05,-0.048,-2.747,0.006,0.89,1.124
1,3,ln_price,ECF1R124,-0.339,0.114,-0.056,-2.967,0.003,0.768,1.302
1,3,ln_price,ECF1R126,0.503,0.051,0.176,9.931,0.001,0.865,1.155
1,3,ln_price,ECF1R128,-0.283,0.051,-0.097,-5.512,0.001,0.877,1.14
1,3,ln_price,ECF1R130,-0.558,0.297,-0.032,-1.878,0.06,0.955,1.047
1,3,ln_price,ECF1R132,0.244,0.068,0.061,3.584,0.001,0.931,1.075
1,3,ln_price,ECF1R134,0.43,0.079,0.092,5.44,0.001,0.943,1.061
1,3,ln_price,ECF1R137,-0.596,0.096,-0.104,-6.192,0.001,0.966,1.035
1,3,ln_price,MONTHS_10TO18,0.018,0.002,0.127,7.62,0.001,0.978,1.023
1,4,ln_price,(Constant),11.288,0.024,,467.018,0.001,,
1,4,ln_price,LN_BASE_BLDGSIZE_RATIO,0.775,0.047,0.387,16.508,0.001,0.493,2.03
1,4,ln_price,LARGE,0.048,0.022,0.041,2.116,0.035,0.705,1.419
1,4,ln_price,GOOD,0.26,0.062,0.071,4.233,0.001,0.959,1.043
1,4,ln_price,FAIR,-0.174,0.024,-0.121,-7.191,0.001,0.949,1.054
1,4,ln_price,POOR,-0.477,0.088,-0.09,-5.394,0.001,0.97,1.031
1,4,ln_price,QBELOW_AVG,-0.071,0.022,-0.068,-3.151,0.002,0.588,1.7
1,4,ln_price,YB_1910_TO_1929,-0.113,0.03,-0.074,-3.768,0.001,0.699,1.431
1,4,ln_price,YB_1930_TO_1945,-0.045,0.021,-0.043,-2.207,0.027,0.701,1.426
1,4,ln_price,LN_GARAGESPACES,0.057,0.028,0.035,2.061,0.039,0.919,1.088
1,4,ln_price,CENTRAL_AIR,0.071,0.022,0.055,3.243,0.001,0.925,1.081
1,4,ln_price,ECF1R101,0.242,0.097,0.042,2.496,0.013,0.969,1.032
1,4,ln_price,ECF1R103,0.309,0.053,0.102,5.836,0.001,0.887,1.128
1,4,ln_price,ECF1R104,0.187,0.035,0.101,5.407,0.001,0.775,1.29
1,4,ln_price,ECF1R108,-0.086,0.044,-0.034,-1.956,0.051,0.897,1.114
1,4,ln_price,ECF1R109,0.114,0.033,0.062,3.481,0.001,0.858,1.166
1,4,ln_price,ECF1R110,0.183,0.052,0.06,3.494,0.001,0.922,1.085
1,4,ln_price,ECF1R112,0.278,0.079,0.059,3.499,0.001,0.943,1.061
1,4,ln_price,ECF1R113,-0.348,0.087,-0.068,-4.007,0.001,0.95,1.053
1,4,ln_price,ECF1R115,0.386,0.071,0.092,5.444,0.001,0.94,1.063
1,4,ln_price,ECF1R116,0.478,0.047,0.187,10.101,0.001,0.788,1.269
1,4,ln_price,ECF1R117,0.144,0.039,0.066,3.678,0.001,0.834,1.199
1,4,ln_price,ECF1R119,-0.115,0.063,-0.031,-1.821,0.069,0.953,1.05
1,4,ln_price,ECF1R120,0.256,0.068,0.063,3.755,0.001,0.956,1.046
1,4,ln_price,ECF1R121,0.098,0.04,0.043,2.427,0.015,0.868,1.152
1,4,ln_price,ECF1R122,-0.144,0.047,-0.054,-3.089,0.002,0.896,1.116
1,4,ln_price,ECF1R124,-0.346,0.132,-0.044,-2.625,0.009,0.975,1.026
1,4,ln_price,ECF1R126,0.515,0.046,0.197,11.185,0.001,0.872,1.147
1,4,ln_price,ECF1R128,-0.27,0.048,-0.098,-5.621,0.001,0.891,1.122
1,4,ln_price,ECF1R132,0.194,0.063,0.052,3.071,0.002,0.937,1.067
1,4,ln_price,ECF1R134,0.466,0.073,0.107,6.387,0.001,0.955,1.048
1,4,ln_price,ECF1R137,-0.653,0.112,-0.097,-5.828,0.001,0.983,1.017
1,4,ln_price,MONTHS_10TO18,0.017,0.002,0.13,7.827,0.001,0.983,1.017
1,5,ln_tasp,(Constant),11.443,0.022,,513.953,0.001,,
1,5,ln_tasp,LN_BASE_BLDGSIZE_RATIO,0.775,0.047,0.39,16.534,0.001,0.494,2.026
1,5,ln_tasp,LARGE,0.047,0.022,0.042,2.115,0.035,0.706,1.417
1,5,ln_tasp,GOOD,0.26,0.062,0.072,4.236,0.001,0.959,1.043
1,5,ln_tasp,FAIR,-0.174,0.024,-0.122,-7.196,0.001,0.951,1.052
1,5,ln_tasp,POOR,-0.477,0.088,-0.091,-5.398,0.001,0.972,1.029
1,5,ln_tasp,QBELOW_AVG,-0.071,0.022,-0.068,-3.151,0.002,0.589,1.699
1,5,ln_tasp,YB_1910_TO_1929,-0.113,0.03,-0.075,-3.769,0.001,0.699,1.43
1,5,ln_tasp,YB_1930_TO_1945,-0.045,0.021,-0.044,-2.207,0.027,0.701,1.426
1,5,ln_tasp,LN_GARAGESPACES,0.057,0.028,0.036,2.06,0.04,0.92,1.088
1,5,ln_tasp,CENTRAL_AIR,0.071,0.022,0.056,3.243,0.001,0.925,1.081
1,5,ln_tasp,ECF1R101,0.241,0.097,0.042,2.496,0.013,0.97,1.031
1,5,ln_tasp,ECF1R103,0.309,0.053,0.103,5.839,0.001,0.887,1.128
1,5,ln_tasp,ECF1R104,0.187,0.035,0.102,5.408,0.001,0.775,1.29
1,5,ln_tasp,ECF1R108,-0.086,0.044,-0.034,-1.957,0.051,0.897,1.114
1,5,ln_tasp,ECF1R109,0.114,0.033,0.062,3.483,0.001,0.858,1.166
1,5,ln_tasp,ECF1R110,0.183,0.052,0.06,3.496,0.001,0.922,1.085
1,5,ln_tasp,ECF1R112,0.278,0.079,0.06,3.499,0.001,0.943,1.061
1,5,ln_tasp,ECF1R113,-0.348,0.087,-0.068,-4.009,0.001,0.95,1.052
1,5,ln_tasp,ECF1R115,0.386,0.071,0.093,5.447,0.001,0.941,1.063
1,5,ln_tasp,ECF1R116,0.478,0.047,0.189,10.103,0.001,0.788,1.269
1,5,ln_tasp,ECF1R117,0.144,0.039,0.067,3.679,0.001,0.834,1.199
1,5,ln_tasp,ECF1R119,-0.115,0.063,-0.031,-1.822,0.069,0.953,1.05
1,5,ln_tasp,ECF1R120,0.256,0.068,0.064,3.759,0.001,0.957,1.045
1,5,ln_tasp,ECF1R121,0.098,0.04,0.043,2.431,0.015,0.869,1.151
1,5,ln_tasp,ECF1R122,-0.144,0.047,-0.054,-3.09,0.002,0.896,1.116
1,5,ln_tasp,ECF1R124,-0.346,0.132,-0.044,-2.625,0.009,0.975,1.026
1,5,ln_tasp,ECF1R126,0.515,0.046,0.199,11.188,0.001,0.872,1.147
1,5,ln_tasp,ECF1R128,-0.271,0.048,-0.099,-5.632,0.001,0.893,1.12
1,5,ln_tasp,ECF1R132,0.194,0.063,0.053,3.071,0.002,0.937,1.067
1,5,ln_tasp,ECF1R134,0.466,0.073,0.108,6.39,0.001,0.955,1.047
1,5,ln_tasp,ECF1R137,-0.653,0.112,-0.097,-5.83,0.001,0.984,1.017
1,6,ln_tasp,(Constant),9.338,0.159,,58.823,0.001,,
1,6,ln_tasp,LN_LANDRATIO,0.083,0.038,0.037,2.188,0.029,0.701,1.426
1,6,ln_tasp,LNSBLDSFINT,0.312,0.026,0.305,12.14,0.001,0.312,3.205
1,6,ln_tasp,HALF_DUPLEX2STORY,-0.383,0.196,-0.028,-1.95,0.051,0.986,1.014
1,6,ln_tasp,LARGE,0.071,0.026,0.057,2.762,0.006,0.455,2.199
1,6,ln_tasp,LARGEST,0.121,0.042,0.06,2.857,0.004,0.447,2.237
1,6,ln_tasp,GOOD,0.211,0.06,0.051,3.542,0.001,0.965,1.037
1,6,ln_tasp,FAIR,-0.134,0.021,-0.094,-6.433,0.001,0.928,1.077
1,6,ln_tasp,POOR,-0.246,0.063,-0.056,-3.907,0.001,0.97,1.031
1,6,ln_tasp,QABOVE_AVG,0.23,0.129,0.026,1.787,0.074,0.92,1.087
1,6,ln_tasp,QBELOW_AVG,-0.055,0.02,-0.051,-2.778,0.006,0.575,1.74
1,6,ln_tasp,YB_1910_TO_1929,-0.103,0.027,-0.066,-3.798,0.001,0.659,1.518
1,6,ln_tasp,YB_1930_TO_1945,-0.058,0.019,-0.053,-2.979,0.003,0.631,1.584
1,6,ln_tasp,CRAWL,-0.155,0.064,-0.038,-2.434,0.015,0.789,1.267
1,6,ln_tasp,SLAB,-0.229,0.068,-0.056,-3.392,0.001,0.72,1.388
1,6,ln_tasp,GARAGE,0.097,0.018,0.082,5.512,0.001,0.879,1.138
1,6,ln_tasp,FIREPLACE,0.06,0.021,0.056,2.911,0.004,0.537,1.861
1,6,ln_tasp,WALL,0.183,0.099,0.032,1.854,0.064,0.682,1.467
1,6,ln_tasp,CENTRAL_AIR,0.065,0.021,0.046,3.144,0.002,0.915,1.093
1,6,ln_tasp,ECF1R101,0.267,0.082,0.047,3.25,0.001,0.947,1.056
1,6,ln_tasp,ECF1R103,0.338,0.051,0.1,6.593,0.001,0.858,1.166
1,6,ln_tasp,ECF1R104,0.199,0.032,0.103,6.286,0.001,0.735,1.361
1,6,ln_tasp,ECF1R108,-0.098,0.037,-0.04,-2.661,0.008,0.861,1.161
1,6,ln_tasp,ECF1R109,0.14,0.03,0.072,4.679,0.001,0.822,1.216
1,6,ln_tasp,ECF1R110,0.206,0.05,0.062,4.137,0.001,0.862,1.16
1,6,ln_tasp,ECF1R112,0.226,0.062,0.055,3.661,0.001,0.882,1.134
1,6,ln_tasp,ECF1R113,-0.292,0.069,-0.062,-4.26,0.001,0.934,1.07
1,6,ln_tasp,ECF1R115,0.374,0.072,0.076,5.228,0.001,0.936,1.069
1,6,ln_tasp,ECF1R116,0.466,0.049,0.151,9.488,0.001,0.772,1.295
1,6,ln_tasp,ECF1R117,0.155,0.037,0.067,4.199,0.001,0.763,1.311
1,6,ln_tasp,ECF1R119,-0.111,0.052,-0.031,-2.154,0.031,0.925,1.081
1,6,ln_tasp,ECF1R120,0.223,0.065,0.05,3.461,0.001,0.926,1.08
1,6,ln_tasp,ECF1R121,0.115,0.038,0.047,3.033,0.002,0.834,1.199
1,6,ln_tasp,ECF1R122,-0.117,0.042,-0.042,-2.805,0.005,0.871,1.148
1,6,ln_tasp,ECF1R124,-0.293,0.089,-0.05,-3.276,0.001,0.833,1.2
1,6,ln_tasp,ECF1R125,0.148,0.07,0.03,2.127,0.033,0.958,1.044
1,6,ln_tasp,ECF1R126,0.519,0.047,0.166,10.927,0.001,0.857,1.167
1,6,ln_tasp,ECF1R127,-0.113,0.06,-0.028,-1.873,0.061,0.91,1.098
1,6,ln_tasp,ECF1R128,-0.228,0.039,-0.092,-5.865,0.001,0.796,1.256
1,6,ln_tasp,ECF1R129,0.107,0.051,0.031,2.072,0.038,0.867,1.154
1,6,ln_tasp,ECF1R130,-0.419,0.203,-0.03,-2.065,0.039,0.921,1.086
