"record_type","model_name","data_name","model_class","formula","created_at","bundle_created_at","n","r","r_squared","adj_r_squared","see","ss_regression","ss_residual","ss_total","df_regression","df_residual","df_total","ms_regression","ms_residual","f","significance","aic","bic","rmse","mae","term","estimate","std_error","t_value","p_value","type","edf","ref_df"
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"two_plus_baths",0.126206,0.04321,2.920802,0.003501,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"powder_room",0.039887,0.020549,1.941096,0.052281,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"good",0.221836,0.033967,6.530853,0,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"fair",-0.170213,0.011073,-15.371635,0,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"poor",-0.274298,0.029293,-9.363893,0,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"very_poor_unsound",-0.324127,0.085462,-3.792663,0.00015,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"qabove_avg",0.188932,0.039189,4.821077,1e-06,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"qbelow_avg",-0.071593,0.012307,-5.817382,0,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"crawl",-0.024239,0.03947,-0.614107,0.539162,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"slab",-0.291609,0.046197,-6.312316,0,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"garage",11.663857,0.087462,133.358794,0,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"fireplace",0.070565,0.011354,6.215111,0,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"hot_water",0.045808,0.017915,2.556918,0.010578,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"elec_baseboard",-0.058273,0.17553,-0.331985,0.739909,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"wall",-0.113351,0.086445,-1.311242,0.189813,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"central_air",0.070123,0.010905,6.430092,0,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf1R102",-0.196203,0.113983,-1.72133,0.085228,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf1R103",0.036085,0.099639,0.362153,0.717247,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf1R104",-0.067958,0.091114,-0.745856,0.455776,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf1R105",-0.288599,0.094098,-3.067012,0.002169,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf1R106",-0.270283,0.101527,-2.662188,0.007779,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf1R107",-0.186839,0.13391,-1.39526,0.162975,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf1R108",-0.364565,0.095281,-3.826218,0.000131,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf1R109",-0.143161,0.091062,-1.572132,0.115958,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf1R110",-0.139207,0.099671,-1.396672,0.16255,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf1R111",-0.123162,0.16022,-0.768705,0.44209,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf1R112",-0.07408,0.109442,-0.676886,0.498497,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf1R113",-0.620907,0.124442,-4.989527,1e-06,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf1R114",-0.300086,0.108161,-2.774452,0.005542,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf1R115",0.186599,0.113977,1.637172,0.101633,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf1R116",0.182378,0.097145,1.877381,0.060501,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf1R117",-0.129399,0.093678,-1.381321,0.167218,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf1R118",-0.216129,0.096477,-2.240216,0.025103,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf1R119",-0.403995,0.10616,-3.805536,0.000143,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf1R120",-0.102032,0.107378,-0.950214,0.342031,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf1R121",-0.159188,0.094285,-1.68837,0.091378,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf1R122",-0.400608,0.097309,-4.11689,3.9e-05,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf1R123",-0.199752,0.10512,-1.900224,0.057439,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf1R124",-0.56745,0.152007,-3.733043,0.00019,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf1R125",-0.177735,0.11657,-1.52471,0.12737,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf1R126",0.247634,0.096958,2.554039,0.010666,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf1R127",-0.409158,0.116815,-3.502615,0.000463,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf1R128",-0.529006,0.097941,-5.401254,0,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf1R129",-0.171645,0.103446,-1.659263,0.097101,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf1R131",-0.301485,0.161119,-1.871199,0.061353,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf1R132",-0.043486,0.106647,-0.407756,0.683464,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf1R133",-0.388976,0.148541,-2.618638,0.008844,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf1R134",0.146402,0.114442,1.279264,0.20084,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf1R135",-0.237987,0.098817,-2.408362,0.016046,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf1R136",-0.246917,0.094959,-2.600245,0.009332,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf1R137",-0.843912,0.140298,-6.015156,0,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf2R201",-0.245047,0.091943,-2.665202,0.007709,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf2R202",-0.200564,0.104047,-1.927623,0.053936,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf2R203",-0.019909,0.092833,-0.214455,0.830197,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf2R204",0.198872,0.179786,1.106158,0.268691,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf2R205",-0.151537,0.09585,-1.580984,0.11392,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf2R206",0.167652,0.284286,0.58973,0.555388,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf2R207",-0.129535,0.126638,-1.022878,0.306396,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf2R208",0.518053,0.132027,3.923838,8.8e-05,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf2R209",0.285814,0.166394,1.717688,0.085891,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf2R210",0.791225,0.263741,3.000002,0.002708,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf2R212",-0.179209,0.091074,-1.967734,0.049132,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf2R213",-0.04627,0.093415,-0.495317,0.62039,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf2R214",0.068644,0.089635,0.765819,0.443806,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf2R215",0.336642,0.11339,2.968893,0.002997,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf2R216",0.602436,0.247953,2.429639,0.015135,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf2R217",-0.226408,0.28733,-0.78797,0.430737,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf2R218",-0.823492,0.169147,-4.868505,1e-06,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf2R219",0.524592,0.169144,3.101443,0.001932,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf2R220",-0.251447,0.097749,-2.572373,0.010118,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf2R221",-0.229743,0.094277,-2.436883,0.014835,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf2R222",-0.502668,0.096344,-5.217446,0,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf2R223",-0.202404,0.100867,-2.006649,0.04482,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf2R224",-0.579538,0.101925,-5.685953,0,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf2R225",-0.184587,0.097044,-1.902083,0.057195,"parametric",NA,NA
