"record_type","model_name","data_name","model_class","formula","created_at","bundle_created_at","n","r","r_squared","adj_r_squared","see","ss_regression","ss_residual","ss_total","df_regression","df_residual","df_total","ms_regression","ms_residual","f","significance","aic","bic","rmse","mae","term","estimate","std_error","t_value","p_value","type","edf","ref_df"
"coefficient","cod_nlmod_tasp_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752021,0.565536,0.555149,0.38213,1566.786435,1203.658992,2770.445426,229,8242.941515,8440,6.841862,0.146023,46.854691,0,7915.745048,9331.145103,0.37762,0.315856,"ecf1R104",-0.065901,0.091119,-0.72324,0.469553,"parametric",NA,NA
"coefficient","cod_nlmod_tasp_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752021,0.565536,0.555149,0.38213,1566.786435,1203.658992,2770.445426,229,8242.941515,8440,6.841862,0.146023,46.854691,0,7915.745048,9331.145103,0.37762,0.315856,"ecf1R105",-0.287324,0.094103,-3.053299,0.002271,"parametric",NA,NA
"coefficient","cod_nlmod_tasp_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752021,0.565536,0.555149,0.38213,1566.786435,1203.658992,2770.445426,229,8242.941515,8440,6.841862,0.146023,46.854691,0,7915.745048,9331.145103,0.37762,0.315856,"ecf1R106",-0.26805,0.101527,-2.640191,0.008302,"parametric",NA,NA
"coefficient","cod_nlmod_tasp_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752021,0.565536,0.555149,0.38213,1566.786435,1203.658992,2770.445426,229,8242.941515,8440,6.841862,0.146023,46.854691,0,7915.745048,9331.145103,0.37762,0.315856,"ecf1R107",-0.185084,0.133912,-1.382131,0.166969,"parametric",NA,NA
"coefficient","cod_nlmod_tasp_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752021,0.565536,0.555149,0.38213,1566.786435,1203.658992,2770.445426,229,8242.941515,8440,6.841862,0.146023,46.854691,0,7915.745048,9331.145103,0.37762,0.315856,"ecf1R108",-0.361478,0.095286,-3.793608,0.00015,"parametric",NA,NA
"coefficient","cod_nlmod_tasp_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752021,0.565536,0.555149,0.38213,1566.786435,1203.658992,2770.445426,229,8242.941515,8440,6.841862,0.146023,46.854691,0,7915.745048,9331.145103,0.37762,0.315856,"ecf1R109",-0.140624,0.091068,-1.544167,0.122586,"parametric",NA,NA
"coefficient","cod_nlmod_tasp_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752021,0.565536,0.555149,0.38213,1566.786435,1203.658992,2770.445426,229,8242.941515,8440,6.841862,0.146023,46.854691,0,7915.745048,9331.145103,0.37762,0.315856,"ecf1R110",-0.135472,0.099672,-1.359173,0.174129,"parametric",NA,NA
"coefficient","cod_nlmod_tasp_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752021,0.565536,0.555149,0.38213,1566.786435,1203.658992,2770.445426,229,8242.941515,8440,6.841862,0.146023,46.854691,0,7915.745048,9331.145103,0.37762,0.315856,"ecf1R111",-0.1176,0.160252,-0.733844,0.463065,"parametric",NA,NA
"coefficient","cod_nlmod_tasp_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752021,0.565536,0.555149,0.38213,1566.786435,1203.658992,2770.445426,229,8242.941515,8440,6.841862,0.146023,46.854691,0,7915.745048,9331.145103,0.37762,0.315856,"ecf1R112",-0.072637,0.109442,-0.663703,0.506899,"parametric",NA,NA
"coefficient","cod_nlmod_tasp_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752021,0.565536,0.555149,0.38213,1566.786435,1203.658992,2770.445426,229,8242.941515,8440,6.841862,0.146023,46.854691,0,7915.745048,9331.145103,0.37762,0.315856,"ecf1R113",-0.620152,0.124442,-4.983474,1e-06,"parametric",NA,NA
"coefficient","cod_nlmod_tasp_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752021,0.565536,0.555149,0.38213,1566.786435,1203.658992,2770.445426,229,8242.941515,8440,6.841862,0.146023,46.854691,0,7915.745048,9331.145103,0.37762,0.315856,"ecf1R114",-0.298059,0.108158,-2.755763,0.005868,"parametric",NA,NA
"coefficient","cod_nlmod_tasp_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752021,0.565536,0.555149,0.38213,1566.786435,1203.658992,2770.445426,229,8242.941515,8440,6.841862,0.146023,46.854691,0,7915.745048,9331.145103,0.37762,0.315856,"ecf1R115",0.189293,0.113992,1.66058,0.096836,"parametric",NA,NA
"coefficient","cod_nlmod_tasp_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752021,0.565536,0.555149,0.38213,1566.786435,1203.658992,2770.445426,229,8242.941515,8440,6.841862,0.146023,46.854691,0,7915.745048,9331.145103,0.37762,0.315856,"ecf1R116",0.185177,0.097159,1.905909,0.056697,"parametric",NA,NA
"coefficient","cod_nlmod_tasp_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752021,0.565536,0.555149,0.38213,1566.786435,1203.658992,2770.445426,229,8242.941515,8440,6.841862,0.146023,46.854691,0,7915.745048,9331.145103,0.37762,0.315856,"ecf1R117",-0.127452,0.093683,-1.360465,0.17372,"parametric",NA,NA
"coefficient","cod_nlmod_tasp_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752021,0.565536,0.555149,0.38213,1566.786435,1203.658992,2770.445426,229,8242.941515,8440,6.841862,0.146023,46.854691,0,7915.745048,9331.145103,0.37762,0.315856,"ecf1R118",-0.213573,0.096488,-2.213462,0.026893,"parametric",NA,NA
"coefficient","cod_nlmod_tasp_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752021,0.565536,0.555149,0.38213,1566.786435,1203.658992,2770.445426,229,8242.941515,8440,6.841862,0.146023,46.854691,0,7915.745048,9331.145103,0.37762,0.315856,"ecf1R119",-0.401329,0.106167,-3.780172,0.000158,"parametric",NA,NA
"coefficient","cod_nlmod_tasp_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752021,0.565536,0.555149,0.38213,1566.786435,1203.658992,2770.445426,229,8242.941515,8440,6.841862,0.146023,46.854691,0,7915.745048,9331.145103,0.37762,0.315856,"ecf1R120",-0.099149,0.107391,-0.923254,0.355902,"parametric",NA,NA
"coefficient","cod_nlmod_tasp_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752021,0.565536,0.555149,0.38213,1566.786435,1203.658992,2770.445426,229,8242.941515,8440,6.841862,0.146023,46.854691,0,7915.745048,9331.145103,0.37762,0.315856,"ecf1R121",-0.156601,0.094302,-1.660636,0.096825,"parametric",NA,NA
"coefficient","cod_nlmod_tasp_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752021,0.565536,0.555149,0.38213,1566.786435,1203.658992,2770.445426,229,8242.941515,8440,6.841862,0.146023,46.854691,0,7915.745048,9331.145103,0.37762,0.315856,"ecf1R122",-0.398364,0.097319,-4.0934,4.3e-05,"parametric",NA,NA
"coefficient","cod_nlmod_tasp_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752021,0.565536,0.555149,0.38213,1566.786435,1203.658992,2770.445426,229,8242.941515,8440,6.841862,0.146023,46.854691,0,7915.745048,9331.145103,0.37762,0.315856,"ecf1R123",-0.197143,0.105128,-1.875269,0.060791,"parametric",NA,NA
"coefficient","cod_nlmod_tasp_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752021,0.565536,0.555149,0.38213,1566.786435,1203.658992,2770.445426,229,8242.941515,8440,6.841862,0.146023,46.854691,0,7915.745048,9331.145103,0.37762,0.315856,"ecf1R124",-0.563666,0.152032,-3.707545,0.000211,"parametric",NA,NA
"coefficient","cod_nlmod_tasp_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752021,0.565536,0.555149,0.38213,1566.786435,1203.658992,2770.445426,229,8242.941515,8440,6.841862,0.146023,46.854691,0,7915.745048,9331.145103,0.37762,0.315856,"ecf1R125",-0.176826,0.116571,-1.516899,0.129331,"parametric",NA,NA
"coefficient","cod_nlmod_tasp_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752021,0.565536,0.555149,0.38213,1566.786435,1203.658992,2770.445426,229,8242.941515,8440,6.841862,0.146023,46.854691,0,7915.745048,9331.145103,0.37762,0.315856,"ecf1R126",0.24974,0.096963,2.575618,0.010023,"parametric",NA,NA
"coefficient","cod_nlmod_tasp_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752021,0.565536,0.555149,0.38213,1566.786435,1203.658992,2770.445426,229,8242.941515,8440,6.841862,0.146023,46.854691,0,7915.745048,9331.145103,0.37762,0.315856,"ecf1R127",-0.405395,0.116838,-3.469712,0.000524,"parametric",NA,NA
"coefficient","cod_nlmod_tasp_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752021,0.565536,0.555149,0.38213,1566.786435,1203.658992,2770.445426,229,8242.941515,8440,6.841862,0.146023,46.854691,0,7915.745048,9331.145103,0.37762,0.315856,"ecf1R128",-0.527867,0.097941,-5.389654,0,"parametric",NA,NA
"coefficient","cod_nlmod_tasp_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752021,0.565536,0.555149,0.38213,1566.786435,1203.658992,2770.445426,229,8242.941515,8440,6.841862,0.146023,46.854691,0,7915.745048,9331.145103,0.37762,0.315856,"ecf1R129",-0.170585,0.103445,-1.649044,0.099177,"parametric",NA,NA
"coefficient","cod_nlmod_tasp_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752021,0.565536,0.555149,0.38213,1566.786435,1203.658992,2770.445426,229,8242.941515,8440,6.841862,0.146023,46.854691,0,7915.745048,9331.145103,0.37762,0.315856,"ecf1R131",-0.299776,0.16111,-1.860697,0.062823,"parametric",NA,NA
"coefficient","cod_nlmod_tasp_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752021,0.565536,0.555149,0.38213,1566.786435,1203.658992,2770.445426,229,8242.941515,8440,6.841862,0.146023,46.854691,0,7915.745048,9331.145103,0.37762,0.315856,"ecf1R132",-0.041012,0.106653,-0.384537,0.70059,"parametric",NA,NA
"coefficient","cod_nlmod_tasp_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752021,0.565536,0.555149,0.38213,1566.786435,1203.658992,2770.445426,229,8242.941515,8440,6.841862,0.146023,46.854691,0,7915.745048,9331.145103,0.37762,0.315856,"ecf1R133",-0.392567,0.14852,-2.643188,0.008228,"parametric",NA,NA
"coefficient","cod_nlmod_tasp_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752021,0.565536,0.555149,0.38213,1566.786435,1203.658992,2770.445426,229,8242.941515,8440,6.841862,0.146023,46.854691,0,7915.745048,9331.145103,0.37762,0.315856,"ecf1R134",0.149032,0.114441,1.302258,0.192865,"parametric",NA,NA
"coefficient","cod_nlmod_tasp_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752021,0.565536,0.555149,0.38213,1566.786435,1203.658992,2770.445426,229,8242.941515,8440,6.841862,0.146023,46.854691,0,7915.745048,9331.145103,0.37762,0.315856,"ecf1R135",-0.235877,0.098824,-2.386846,0.017016,"parametric",NA,NA
"coefficient","cod_nlmod_tasp_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752021,0.565536,0.555149,0.38213,1566.786435,1203.658992,2770.445426,229,8242.941515,8440,6.841862,0.146023,46.854691,0,7915.745048,9331.145103,0.37762,0.315856,"ecf1R136",-0.244002,0.094972,-2.569188,0.010211,"parametric",NA,NA
"coefficient","cod_nlmod_tasp_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752021,0.565536,0.555149,0.38213,1566.786435,1203.658992,2770.445426,229,8242.941515,8440,6.841862,0.146023,46.854691,0,7915.745048,9331.145103,0.37762,0.315856,"ecf1R137",-0.840223,0.140323,-5.987792,0,"parametric",NA,NA
"coefficient","cod_nlmod_tasp_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752021,0.565536,0.555149,0.38213,1566.786435,1203.658992,2770.445426,229,8242.941515,8440,6.841862,0.146023,46.854691,0,7915.745048,9331.145103,0.37762,0.315856,"ecf2R201",-0.242946,0.091947,-2.64223,0.008252,"parametric",NA,NA
"coefficient","cod_nlmod_tasp_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752021,0.565536,0.555149,0.38213,1566.786435,1203.658992,2770.445426,229,8242.941515,8440,6.841862,0.146023,46.854691,0,7915.745048,9331.145103,0.37762,0.315856,"ecf2R202",-0.194352,0.104073,-1.867458,0.061873,"parametric",NA,NA
"coefficient","cod_nlmod_tasp_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752021,0.565536,0.555149,0.38213,1566.786435,1203.658992,2770.445426,229,8242.941515,8440,6.841862,0.146023,46.854691,0,7915.745048,9331.145103,0.37762,0.315856,"ecf2R203",-0.01773,0.092839,-0.190974,0.848551,"parametric",NA,NA
"coefficient","cod_nlmod_tasp_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752021,0.565536,0.555149,0.38213,1566.786435,1203.658992,2770.445426,229,8242.941515,8440,6.841862,0.146023,46.854691,0,7915.745048,9331.145103,0.37762,0.315856,"ecf2R204",0.197064,0.179791,1.096069,0.273081,"parametric",NA,NA
"coefficient","cod_nlmod_tasp_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752021,0.565536,0.555149,0.38213,1566.786435,1203.658992,2770.445426,229,8242.941515,8440,6.841862,0.146023,46.854691,0,7915.745048,9331.145103,0.37762,0.315856,"ecf2R205",-0.15323,0.095837,-1.598855,0.109891,"parametric",NA,NA
"coefficient","cod_nlmod_tasp_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752021,0.565536,0.555149,0.38213,1566.786435,1203.658992,2770.445426,229,8242.941515,8440,6.841862,0.146023,46.854691,0,7915.745048,9331.145103,0.37762,0.315856,"ecf2R206",0.167925,0.284281,0.5907,0.554738,"parametric",NA,NA
"coefficient","cod_nlmod_tasp_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752021,0.565536,0.555149,0.38213,1566.786435,1203.658992,2770.445426,229,8242.941515,8440,6.841862,0.146023,46.854691,0,7915.745048,9331.145103,0.37762,0.315856,"ecf2R207",-0.121957,0.126683,-0.962698,0.335727,"parametric",NA,NA
"coefficient","cod_nlmod_tasp_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752021,0.565536,0.555149,0.38213,1566.786435,1203.658992,2770.445426,229,8242.941515,8440,6.841862,0.146023,46.854691,0,7915.745048,9331.145103,0.37762,0.315856,"ecf2R208",0.520065,0.132029,3.939031,8.2e-05,"parametric",NA,NA
"coefficient","cod_nlmod_tasp_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752021,0.565536,0.555149,0.38213,1566.786435,1203.658992,2770.445426,229,8242.941515,8440,6.841862,0.146023,46.854691,0,7915.745048,9331.145103,0.37762,0.315856,"ecf2R209",0.280858,0.166572,1.68611,0.091812,"parametric",NA,NA
"coefficient","cod_nlmod_tasp_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752021,0.565536,0.555149,0.38213,1566.786435,1203.658992,2770.445426,229,8242.941515,8440,6.841862,0.146023,46.854691,0,7915.745048,9331.145103,0.37762,0.315856,"ecf2R210",0.759004,0.2753,2.757003,0.005846,"parametric",NA,NA
"coefficient","cod_nlmod_tasp_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752021,0.565536,0.555149,0.38213,1566.786435,1203.658992,2770.445426,229,8242.941515,8440,6.841862,0.146023,46.854691,0,7915.745048,9331.145103,0.37762,0.315856,"ecf2R212",-0.176734,0.091074,-1.94055,0.052347,"parametric",NA,NA
"coefficient","cod_nlmod_tasp_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752021,0.565536,0.555149,0.38213,1566.786435,1203.658992,2770.445426,229,8242.941515,8440,6.841862,0.146023,46.854691,0,7915.745048,9331.145103,0.37762,0.315856,"ecf2R213",-0.043344,0.093436,-0.463887,0.642741,"parametric",NA,NA
"coefficient","cod_nlmod_tasp_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752021,0.565536,0.555149,0.38213,1566.786435,1203.658992,2770.445426,229,8242.941515,8440,6.841862,0.146023,46.854691,0,7915.745048,9331.145103,0.37762,0.315856,"ecf2R214",0.070558,0.089644,0.787097,0.431248,"parametric",NA,NA
"coefficient","cod_nlmod_tasp_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752021,0.565536,0.555149,0.38213,1566.786435,1203.658992,2770.445426,229,8242.941515,8440,6.841862,0.146023,46.854691,0,7915.745048,9331.145103,0.37762,0.315856,"ecf2R215",0.335486,0.113548,2.954561,0.00314,"parametric",NA,NA
"coefficient","cod_nlmod_tasp_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752021,0.565536,0.555149,0.38213,1566.786435,1203.658992,2770.445426,229,8242.941515,8440,6.841862,0.146023,46.854691,0,7915.745048,9331.145103,0.37762,0.315856,"ecf2R216",0.589357,0.24877,2.36908,0.017855,"parametric",NA,NA
"coefficient","cod_nlmod_tasp_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752021,0.565536,0.555149,0.38213,1566.786435,1203.658992,2770.445426,229,8242.941515,8440,6.841862,0.146023,46.854691,0,7915.745048,9331.145103,0.37762,0.315856,"ecf2R217",-0.215338,0.287405,-0.749251,0.453728,"parametric",NA,NA
"coefficient","cod_nlmod_tasp_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752021,0.565536,0.555149,0.38213,1566.786435,1203.658992,2770.445426,229,8242.941515,8440,6.841862,0.146023,46.854691,0,7915.745048,9331.145103,0.37762,0.315856,"ecf2R218",-0.820815,0.169154,-4.852469,1e-06,"parametric",NA,NA
"coefficient","cod_nlmod_tasp_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752021,0.565536,0.555149,0.38213,1566.786435,1203.658992,2770.445426,229,8242.941515,8440,6.841862,0.146023,46.854691,0,7915.745048,9331.145103,0.37762,0.315856,"ecf2R219",0.527379,0.169153,3.117754,0.001829,"parametric",NA,NA
"coefficient","cod_nlmod_tasp_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752021,0.565536,0.555149,0.38213,1566.786435,1203.658992,2770.445426,229,8242.941515,8440,6.841862,0.146023,46.854691,0,7915.745048,9331.145103,0.37762,0.315856,"ecf2R220",-0.247967,0.097771,-2.536215,0.011224,"parametric",NA,NA
"coefficient","cod_nlmod_tasp_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752021,0.565536,0.555149,0.38213,1566.786435,1203.658992,2770.445426,229,8242.941515,8440,6.841862,0.146023,46.854691,0,7915.745048,9331.145103,0.37762,0.315856,"ecf2R221",-0.228723,0.094279,-2.426037,0.015286,"parametric",NA,NA
"coefficient","cod_nlmod_tasp_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752021,0.565536,0.555149,0.38213,1566.786435,1203.658992,2770.445426,229,8242.941515,8440,6.841862,0.146023,46.854691,0,7915.745048,9331.145103,0.37762,0.315856,"ecf2R222",-0.501024,0.096345,-5.200301,0,"parametric",NA,NA
"coefficient","cod_nlmod_tasp_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752021,0.565536,0.555149,0.38213,1566.786435,1203.658992,2770.445426,229,8242.941515,8440,6.841862,0.146023,46.854691,0,7915.745048,9331.145103,0.37762,0.315856,"ecf2R223",-0.200974,0.100873,-1.992348,0.046366,"parametric",NA,NA
"coefficient","cod_nlmod_tasp_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752021,0.565536,0.555149,0.38213,1566.786435,1203.658992,2770.445426,229,8242.941515,8440,6.841862,0.146023,46.854691,0,7915.745048,9331.145103,0.37762,0.315856,"ecf2R224",-0.578498,0.101923,-5.67583,0,"parametric",NA,NA
"coefficient","cod_nlmod_tasp_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752021,0.565536,0.555149,0.38213,1566.786435,1203.658992,2770.445426,229,8242.941515,8440,6.841862,0.146023,46.854691,0,7915.745048,9331.145103,0.37762,0.315856,"ecf2R225",-0.182154,0.097051,-1.876901,0.060567,"parametric",NA,NA
"coefficient","cod_nlmod_tasp_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752021,0.565536,0.555149,0.38213,1566.786435,1203.658992,2770.445426,229,8242.941515,8440,6.841862,0.146023,46.854691,0,7915.745048,9331.145103,0.37762,0.315856,"ecf2R227",-0.006878,0.150775,-0.045616,0.963617,"parametric",NA,NA
"coefficient","cod_nlmod_tasp_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752021,0.565536,0.555149,0.38213,1566.786435,1203.658992,2770.445426,229,8242.941515,8440,6.841862,0.146023,46.854691,0,7915.745048,9331.145103,0.37762,0.315856,"ecf2R228",-0.837324,0.238309,-3.513613,0.000444,"parametric",NA,NA
"coefficient","cod_nlmod_tasp_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752021,0.565536,0.555149,0.38213,1566.786435,1203.658992,2770.445426,229,8242.941515,8440,6.841862,0.146023,46.854691,0,7915.745048,9331.145103,0.37762,0.315856,"ecf3R301",-0.839569,0.21048,-3.988831,6.7e-05,"parametric",NA,NA
"coefficient","cod_nlmod_tasp_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752021,0.565536,0.555149,0.38213,1566.786435,1203.658992,2770.445426,229,8242.941515,8440,6.841862,0.146023,46.854691,0,7915.745048,9331.145103,0.37762,0.315856,"ecf3R302",0.005603,0.182818,0.030646,0.975552,"parametric",NA,NA
"coefficient","cod_nlmod_tasp_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752021,0.565536,0.555149,0.38213,1566.786435,1203.658992,2770.445426,229,8242.941515,8440,6.841862,0.146023,46.854691,0,7915.745048,9331.145103,0.37762,0.315856,"ecf3R303",-0.580387,0.094893,-6.116227,0,"parametric",NA,NA
"coefficient","cod_nlmod_tasp_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752021,0.565536,0.555149,0.38213,1566.786435,1203.658992,2770.445426,229,8242.941515,8440,6.841862,0.146023,46.854691,0,7915.745048,9331.145103,0.37762,0.315856,"ecf3R304",-0.72251,0.144207,-5.01021,1e-06,"parametric",NA,NA
"coefficient","cod_nlmod_tasp_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752021,0.565536,0.555149,0.38213,1566.786435,1203.658992,2770.445426,229,8242.941515,8440,6.841862,0.146023,46.854691,0,7915.745048,9331.145103,0.37762,0.315856,"ecf3R306",0.21174,0.154763,1.368156,0.171301,"parametric",NA,NA
"coefficient","cod_nlmod_tasp_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752021,0.565536,0.555149,0.38213,1566.786435,1203.658992,2770.445426,229,8242.941515,8440,6.841862,0.146023,46.854691,0,7915.745048,9331.145103,0.37762,0.315856,"ecf3R307",-0.451306,0.092489,-4.879585,1e-06,"parametric",NA,NA
"coefficient","cod_nlmod_tasp_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752021,0.565536,0.555149,0.38213,1566.786435,1203.658992,2770.445426,229,8242.941515,8440,6.841862,0.146023,46.854691,0,7915.745048,9331.145103,0.37762,0.315856,"ecf3R308",-0.770382,0.14017,-5.496061,0,"parametric",NA,NA
"coefficient","cod_nlmod_tasp_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752021,0.565536,0.555149,0.38213,1566.786435,1203.658992,2770.445426,229,8242.941515,8440,6.841862,0.146023,46.854691,0,7915.745048,9331.145103,0.37762,0.315856,"ecf3R309",-0.703688,0.178388,-3.944714,8.1e-05,"parametric",NA,NA
"coefficient","cod_nlmod_tasp_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752021,0.565536,0.555149,0.38213,1566.786435,1203.658992,2770.445426,229,8242.941515,8440,6.841862,0.146023,46.854691,0,7915.745048,9331.145103,0.37762,0.315856,"ecf3R310",0.392376,0.105036,3.735639,0.000189,"parametric",NA,NA
"coefficient","cod_nlmod_tasp_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752021,0.565536,0.555149,0.38213,1566.786435,1203.658992,2770.445426,229,8242.941515,8440,6.841862,0.146023,46.854691,0,7915.745048,9331.145103,0.37762,0.315856,"ecf3R311",-0.437011,0.133455,-3.274602,0.001062,"parametric",NA,NA
